customer_id,age,annual_premium,policy_tenure,vehicle_type,gender,region,last_interaction_date,num_complaints,total_claims,income_group,renewal_prob_synthetic,renewed
34,45,59184.18178024523,6,Truck,Male,North,2025-09-23 22:58:18.126988,3,2,Medium,0.5469118422472838,1
35,33,47279.56033189601,1,Car,Male,East,2025-06-20 22:58:18.126989,2,7,Medium,0.7456639181267288,1
36,32,24633.835875871715,1,Bike,Male,West,2024-11-16 22:58:18.126991,1,7,High,0.4185135940513708,0
37,64,35556.70807220256,9,Car,Female,South,2025-04-10 22:58:18.126992,3,8,Medium,0.4455652479829555,0
38,68,54857.82534055171,8,Truck,Female,South,2025-07-30 22:58:18.126993,4,1,Medium,0.33239751266287343,0
39,61,34137.75826295791,6,Bike,Male,East,2025-09-19 22:58:18.126994,2,9,Low,0.6911322500579434,1
40,69,12120.9122110814,1,Truck,Female,East,2024-12-23 22:58:18.126995,4,3,Low,0.8296153283210803,1
41,20,23964.79462370724,2,Truck,Male,West,2025-07-02 22:58:18.126996,2,9,High,0.3300179446299709,0
42,54,50902.40217172523,3,Car,Male,South,2024-12-31 22:58:18.126997,0,1,Low,0.22421267594465594,0
43,68,39364.354927397835,3,Car,Male,South,2025-05-20 22:58:18.126999,3,5,Low,0.46688946078707994,0
44,24,39742.01429136042,2,Car,Female,North,2025-01-14 22:58:18.127000,0,0,Medium,0.4871083354853169,0
45,38,52275.64616993237,2,Bike,Male,North,2025-02-06 22:58:18.127001,3,9,High,0.6521044687468371,1
46,26,53850.43733282527,6,Car,Male,South,2025-05-23 22:58:18.127002,4,2,High,0.2599136992917249,0
47,56,55347.96916320731,7,Truck,Female,North,2025-06-09 22:58:18.127003,4,1,Medium,0.7750488839898275,1
48,35,7501.253208683054,4,Bike,Male,North,2025-01-01 22:58:18.127004,1,6,Low,0.601790764995671,1
49,21,33559.30811385985,1,Car,Male,North,2025-02-04 22:58:18.127006,4,7,Low,0.5821796431312185,1
50,42,44949.55223066248,6,Car,Male,East,2024-11-22 22:58:18.127007,2,1,Low,0.42145412360049317,0
51,31,45901.7570173668,7,Car,Male,South,2025-02-07 22:58:18.127008,1,8,High,0.4556872591936347,0
52,67,37189.53971426022,4,Truck,Female,South,2025-01-08 22:58:18.127009,2,0,Medium,0.23879907537397277,0
53,26,11673.665440653102,6,Car,Female,South,2025-07-22 22:58:18.127010,1,1,Medium,0.7276283442940112,1
54,43,48250.39212861653,9,Truck,Male,North,2025-05-29 22:58:18.127011,2,2,Low,0.623315594397881,1
55,19,43766.45734386685,4,Bike,Female,West,2025-01-31 22:58:18.127012,1,1,High,0.8834999552747833,1
56,37,6995.874749844104,4,Car,Female,West,2025-01-29 22:58:18.127013,3,0,Medium,0.4474932408237098,0
57,45,28900.969831113824,5,Truck,Female,North,2025-04-13 22:58:18.127014,3,7,Low,0.6663706008894239,1
58,64,12090.689172264607,3,Car,Female,East,2025-01-21 22:58:18.127015,1,0,Low,0.8436817079992642,1
59,24,21573.668651352367,2,Car,Female,East,2025-05-16 22:58:18.127016,0,4,Medium,0.6981766223601336,1
60,61,3048.703347929755,9,Bike,Female,South,2025-05-09 22:58:18.127017,1,5,Medium,0.22821736728681924,0
61,25,25219.13236782398,1,Bike,Female,West,2024-11-07 22:58:18.127018,0,6,Medium,0.6425657617819098,1
62,64,33892.861427060205,5,Truck,Female,East,2025-09-15 22:58:18.127020,2,2,High,0.5817737099991299,1
63,52,37935.790383971034,5,Truck,Male,West,2025-04-08 22:58:18.127021,1,6,Low,0.5495193368077633,1
64,31,40482.44001746518,8,Truck,Male,West,2025-10-21 22:58:18.127023,0,7,Medium,0.587130777337603,1
65,34,50504.89615994268,6,Bike,Male,East,2025-10-07 22:58:18.127024,1,9,High,0.522396078786997,1
66,53,14496.848621992342,6,Truck,Male,North,2025-10-14 22:58:18.127026,3,2,High,0.6842825628506061,1
67,67,8987.945701431141,6,Bike,Male,South,2025-07-11 22:58:18.127027,3,4,Medium,0.210439031960692,0
68,57,51389.155970079686,4,Bike,Male,South,2024-11-11 22:58:18.127028,1,0,Medium,0.3319917987765322,0
69,21,11083.543263773694,1,Car,Male,East,2024-11-11 22:58:18.127029,1,8,Medium,0.4557699401368494,0
70,19,58536.084717499325,3,Car,Male,North,2025-07-07 22:58:18.127030,4,7,Medium,0.5168670891946179,1
71,23,50867.21730512095,6,Truck,Female,East,2025-01-25 22:58:18.127031,3,2,High,0.29134044360159966,0
72,59,31050.84314159675,5,Bike,Male,East,2025-09-18 22:58:18.127032,2,3,Medium,0.7741021842900959,1
73,21,58922.442645477466,1,Bike,Male,West,2025-07-18 22:58:18.127033,1,0,Low,0.8505739599996469,1
74,46,7647.850288264244,5,Bike,Female,West,2025-09-07 22:58:18.127034,4,0,Low,0.7258508425527832,1
75,35,19577.814148155896,2,Car,Female,South,2025-01-22 22:58:18.127035,1,5,Medium,0.8501726338301054,1
76,43,39017.016072355465,1,Bike,Male,West,2025-07-12 22:58:18.127036,3,5,Medium,0.7202549608095268,1
77,61,22300.398371444368,4,Truck,Male,West,2025-03-19 22:58:18.127037,0,8,High,0.5087392131630912,1
78,51,55845.608014885926,6,Truck,Male,North,2025-02-13 22:58:18.127040,0,4,Low,0.47519308135325455,0
79,27,5806.313114313419,7,Car,Female,East,2025-10-27 22:58:18.127041,3,2,Low,0.3164795673274435,0
80,53,33865.886259535946,9,Truck,Male,East,2025-06-25 22:58:18.127042,2,5,High,0.26051292872048987,0
81,31,36270.24350891664,5,Bike,Female,North,2024-11-09 22:58:18.127043,4,7,Medium,0.35373279743153885,0
82,48,39858.231179079,8,Bike,Male,West,2025-10-10 22:58:18.127044,1,6,High,0.5724950125639605,1
83,65,16828.640953245238,8,Truck,Female,West,2025-01-24 22:58:18.127045,1,9,High,0.29446300577911316,0
84,32,23144.85279615214,9,Car,Female,East,2025-07-26 22:58:18.127046,1,2,Low,0.8658144822249056,1
85,25,50933.4707205687,3,Bike,Female,South,2024-12-19 22:58:18.127047,4,0,High,0.3529517199360179,0
86,31,13306.68060026927,3,Bike,Male,East,2025-01-24 22:58:18.127048,4,3,Low,0.7835419767281511,1
87,40,49958.335136055,9,Car,Male,South,2024-12-11 22:58:18.127049,3,5,Low,0.7731732739997306,1
88,57,34634.014528359054,7,Bike,Female,West,2025-03-31 22:58:18.127051,4,3,High,0.2988426816218682,0
89,38,46206.87564925676,4,Truck,Female,South,2024-11-14 22:58:18.127052,1,4,High,0.697519993334508,1
90,33,43389.22724328135,1,Truck,Female,South,2025-08-28 22:58:18.127053,1,9,Medium,0.7768796858312532,1
91,62,14035.666732322983,7,Car,Male,South,2025-01-02 22:58:18.127054,4,6,Low,0.8190011532443777,1
92,35,34991.138713164626,6,Car,Female,South,2025-10-06 22:58:18.127055,4,4,High,0.8677857229271555,1
93,64,52327.94286269536,3,Truck,Male,South,2025-09-06 22:58:18.127056,3,4,Low,0.8510724251192148,1
94,41,27062.741734511903,5,Car,Male,East,2025-05-21 22:58:18.127058,0,1,High,0.41779594026411027,0
95,43,58062.26467295237,3,Truck,Female,North,2025-01-07 22:58:18.127059,4,0,High,0.3873591626395352,0
96,42,28228.47580589965,8,Car,Female,West,2024-12-22 22:58:18.127060,0,3,Medium,0.4782712914057934,0
97,62,10281.566926737312,5,Truck,Male,East,2024-12-26 22:58:18.127061,2,9,Medium,0.525504387718629,1
98,58,24587.211444505047,6,Bike,Male,North,2024-12-11 22:58:18.127062,0,7,Medium,0.363719511846116,0
99,46,57198.73957065115,2,Bike,Male,East,2025-10-09 22:58:18.127063,4,2,High,0.2602582372169894,0
100,32,20543.809261711544,8,Truck,Female,North,2025-09-02 22:58:18.127064,1,5,Medium,0.6596104960207052,1
101,62,52349.693272289645,9,Bike,Male,East,2025-08-30 22:58:18.127065,1,9,Low,0.32196854892961735,0
102,18,53112.53953754961,3,Truck,Male,West,2025-06-28 22:58:18.127066,4,1,Low,0.8404297774420662,1
103,42,22310.818411253742,6,Car,Female,West,2024-12-29 22:58:18.127067,3,8,High,0.4013793621756202,0
104,24,6828.944166936663,6,Bike,Male,South,2025-07-22 22:58:18.127068,4,8,Medium,0.3383803686320789,0
105,26,44024.358731211454,2,Bike,Female,North,2025-02-20 22:58:18.127069,4,3,High,0.33591070668893497,0
106,41,20067.71334281119,8,Bike,Female,East,2024-12-10 22:58:18.127070,3,7,High,0.40262794568099736,0
107,18,47409.5696269392,5,Truck,Female,South,2025-04-23 22:58:18.127071,3,1,Low,0.6285160525298206,1
108,61,27673.98119910512,8,Bike,Female,East,2025-08-05 22:58:18.127072,2,9,Medium,0.8848218923942159,1
109,25,30145.47105587205,8,Car,Female,West,2025-08-31 22:58:18.127073,2,1,Low,0.5403879811404639,1
110,41,47118.745591415136,3,Bike,Female,West,2025-03-29 22:58:18.127075,2,5,Medium,0.6197745888655194,1
111,28,24177.073201574418,5,Car,Female,North,2024-11-23 22:58:18.127076,3,1,Medium,0.7898195711402349,1
112,68,27701.386028729044,7,Bike,Female,East,2025-08-05 22:58:18.127077,0,0,High,0.4338262112533767,0
113,34,23819.047188638084,5,Bike,Female,East,2025-07-19 22:58:18.127078,4,9,Medium,0.32591367076531547,0
114,25,23305.749886082238,6,Car,Male,South,2024-12-17 22:58:18.127079,2,1,Medium,0.5035388902543796,1
115,52,32504.901460284647,2,Bike,Female,West,2025-07-27 22:58:18.127081,0,1,High,0.4230848705246646,0
116,52,48910.36778106674,8,Car,Male,South,2025-04-02 22:58:18.127082,4,4,Low,0.8062907956891963,1
117,50,22982.562091508822,5,Car,Male,South,2025-06-08 22:58:18.127083,0,5,Low,0.8845578923856015,1
118,22,32406.773791188727,6,Car,Female,North,2025-08-08 22:58:18.127084,1,2,Low,0.6818217535790969,1
119,59,40902.18487567085,1,Bike,Female,South,2025-10-09 22:58:18.127085,1,7,Medium,0.6576325319003506,1
120,56,17627.48788561199,2,Bike,Female,North,2025-08-08 22:58:18.127086,4,1,Medium,0.6999548194284384,1
121,58,18096.322684338767,4,Car,Male,West,2025-01-27 22:58:18.127087,0,9,High,0.5273660886875207,1
122,45,56137.96136736038,9,Bike,Female,South,2025-01-19 22:58:18.127088,0,2,High,0.6401561611395244,1
123,24,43965.00525320314,6,Truck,Male,South,2025-05-19 22:58:18.127089,3,3,High,0.2498827006335691,0
124,26,35476.82722095191,8,Car,Male,South,2025-01-05 22:58:18.127090,2,4,Low,0.5454142180953783,1
125,25,39567.76315639549,2,Car,Male,South,2025-10-28 22:58:18.127091,4,4,Medium,0.43265663425527323,0
126,29,3699.3676999982654,5,Truck,Female,West,2025-01-14 22:58:18.127092,0,5,High,0.23722624085452484,0
127,51,37849.97200257842,1,Truck,Female,North,2025-08-10 22:58:18.127094,2,3,Medium,0.5813434154779189,1
128,50,31551.51464700371,4,Car,Male,West,2025-08-09 22:58:18.127095,4,9,High,0.4521795339301284,0
129,65,33653.48142720727,1,Truck,Male,North,2025-07-16 22:58:18.127096,0,6,High,0.6134296983698602,1
130,40,22846.58195618739,9,Car,Male,North,2025-10-15 22:58:18.127101,1,7,Low,0.5592260477948401,1
131,41,6725.48606735063,2,Bike,Male,South,2025-06-25 22:58:18.127102,0,3,Low,0.3933537594790315,0
132,54,13213.675549499027,7,Truck,Female,South,2025-10-23 22:58:18.127103,1,8,Medium,0.5779884184617847,1
133,52,57143.19336633496,3,Car,Female,South,2025-08-12 22:58:18.127104,1,5,Medium,0.46514187813254054,0
134,61,25704.574611714168,2,Car,Male,North,2025-05-22 22:58:18.127105,3,7,High,0.844781253132693,1
135,57,29067.623038190122,4,Car,Male,East,2025-10-08 22:58:18.127107,3,8,Low,0.4629433117231639,0
136,39,5057.167811499461,7,Truck,Male,East,2025-03-12 22:58:18.127108,2,0,Medium,0.2281049383150168,0
137,44,4178.8413135508745,7,Bike,Female,East,2024-11-24 22:58:18.127109,4,4,Low,0.7345009269906579,1
138,52,43596.52392871195,9,Bike,Female,West,2025-06-11 22:58:18.127110,2,6,Medium,0.8745783724629943,1
139,18,33209.49051902445,3,Truck,Male,North,2025-03-22 22:58:18.127111,3,9,Medium,0.3185686740701049,0
140,52,31504.947084543466,7,Car,Female,East,2025-02-02 22:58:18.127112,2,1,Low,0.8809483594742347,1
141,54,16101.222764514783,6,Car,Female,North,2025-08-20 22:58:18.127113,4,6,Medium,0.6320357000342365,1
142,64,45195.54243453549,7,Car,Male,North,2025-09-14 22:58:18.127114,4,6,Medium,0.7931700750097386,1
143,31,11757.721588292528,7,Truck,Female,West,2024-11-05 22:58:18.127115,0,2,Low,0.531026735028874,1
144,20,13016.215132339163,5,Truck,Female,South,2025-08-27 22:58:18.127116,2,8,Low,0.6357651070025307,1
145,18,28721.305938199977,9,Car,Female,South,2025-03-03 22:58:18.127118,3,6,Medium,0.7887405030433488,1
146,22,18604.232002492572,7,Car,Female,West,2024-11-08 22:58:18.127119,0,9,Medium,0.8879600312657157,1
147,43,16352.852911522488,7,Car,Female,West,2025-01-23 22:58:18.127120,2,4,Low,0.3293580984722808,0
148,31,39423.783384093236,3,Truck,Female,North,2025-02-06 22:58:18.127121,4,6,Medium,0.8291226343445377,1
149,56,39756.36122267558,1,Truck,Male,East,2025-09-08 22:58:18.127122,3,6,Medium,0.6670903295471974,1
150,44,49821.99004839589,5,Bike,Male,North,2025-05-27 22:58:18.127124,2,5,Medium,0.8628027981467743,1
151,26,26227.0968844326,8,Car,Male,North,2025-06-27 22:58:18.127125,4,3,High,0.4226747644911134,0
152,32,6238.935279516714,5,Car,Female,East,2025-04-03 22:58:18.127126,4,7,Low,0.3698157583733319,0
153,32,17872.650325444545,3,Bike,Female,South,2025-01-28 22:58:18.127127,2,1,High,0.4558664229899121,0
154,43,58840.31686541538,9,Car,Female,North,2025-08-03 22:58:18.127128,2,7,High,0.8191495138073577,1
155,59,36582.997363496725,2,Bike,Male,South,2025-07-29 22:58:18.127130,3,4,High,0.5217428896903177,1
156,30,43164.750918459176,3,Truck,Male,South,2025-08-20 22:58:18.127131,0,6,High,0.8660329756702843,1
157,68,2426.7541182740433,4,Bike,Female,South,2025-10-01 22:58:18.127132,4,2,Medium,0.36963806620838235,0
158,49,32055.93246658621,1,Bike,Female,North,2025-10-11 22:58:18.127133,0,6,High,0.354379524732677,0
159,56,4176.662136844581,4,Truck,Female,East,2024-11-12 22:58:18.127134,0,8,High,0.6748839761105778,1
160,66,35015.35230130398,4,Car,Female,East,2025-10-19 22:58:18.127135,4,6,Low,0.4041643490856255,0
161,69,55404.70927889237,9,Bike,Female,South,2024-11-13 22:58:18.127136,2,0,Medium,0.2904083880777217,0
162,49,58168.30956902365,8,Bike,Male,South,2025-02-22 22:58:18.127137,4,8,Medium,0.46315683115489675,0
163,21,33352.0551725576,2,Car,Male,East,2025-07-19 22:58:18.127138,0,6,Low,0.3863160398028557,0
164,47,28575.878704628525,7,Bike,Female,West,2025-01-03 22:58:18.127140,3,1,Medium,0.489086962419065,0
165,54,56810.991466412655,6,Truck,Male,West,2024-12-30 22:58:18.127141,4,4,Medium,0.3305576971359935,0
166,40,41069.37025580832,7,Bike,Female,South,2025-07-05 22:58:18.127142,3,9,Low,0.8698880303698033,1
167,56,5764.158213227749,4,Car,Male,East,2025-05-03 22:58:18.127143,2,1,Medium,0.7611542667421667,1
168,62,29012.083504714858,5,Car,Female,West,2024-12-09 22:58:18.127144,2,6,High,0.7886308849578374,1
169,32,15934.211070929627,6,Bike,Female,East,2025-01-10 22:58:18.127145,3,8,High,0.4084539037831034,0
170,60,29248.65064402353,9,Car,Female,North,2025-06-06 22:58:18.127146,3,3,High,0.7997310894130145,1
171,46,28417.00317636898,2,Car,Female,South,2025-01-11 22:58:18.127147,4,2,Low,0.6135487477252554,1
172,53,35764.39856325504,9,Bike,Male,West,2025-01-01 22:58:18.127148,2,5,Medium,0.23971193578333116,0
173,30,22692.68844025657,1,Bike,Female,South,2025-04-27 22:58:18.127149,3,7,Medium,0.30728300682010146,0
174,49,11527.686068443827,4,Car,Female,North,2025-10-21 22:58:18.127151,1,7,Medium,0.5121738097049127,1
175,24,31215.727206217463,5,Bike,Female,East,2025-11-02 22:58:18.127152,4,7,Medium,0.47564948137936286,0
176,68,50151.7672920542,9,Truck,Female,South,2025-09-16 22:58:18.127153,4,4,Low,0.7566949732695152,1
177,39,40512.70922792093,6,Bike,Male,West,2024-12-24 22:58:18.127154,1,5,Medium,0.8115685876515204,1
178,45,21625.336223662518,4,Car,Male,North,2025-06-21 22:58:18.127155,2,1,Low,0.8054513315097569,1
179,19,56260.33532001372,2,Truck,Male,West,2025-10-01 22:58:18.127156,3,5,High,0.4627023822587552,0
180,59,54908.03913245256,5,Car,Female,East,2025-10-15 22:58:18.127157,3,4,Low,0.645042187177598,1
181,62,14142.207164277728,8,Car,Male,West,2024-11-05 22:58:18.127158,2,2,Medium,0.5479638717096116,1
182,23,4286.219936981052,8,Truck,Female,West,2025-08-28 22:58:18.127159,1,7,Low,0.822243475149411,1
183,45,44995.90508434421,6,Bike,Male,West,2025-06-29 22:58:18.127160,1,3,Medium,0.8222803404150298,1
184,45,50001.39515825089,1,Car,Male,North,2024-11-08 22:58:18.127161,1,1,Low,0.23771057445476,0
185,61,58136.144825178606,8,Bike,Female,West,2024-12-23 22:58:18.127162,4,2,Medium,0.6004981046098072,1
186,61,53610.51085712202,4,Bike,Male,West,2025-03-02 22:58:18.127164,3,1,High,0.5524264080035943,1
187,37,36831.01655597206,2,Truck,Female,North,2024-11-03 22:58:18.127165,0,1,High,0.7392745075590357,1
188,47,32743.03567431809,1,Car,Male,North,2025-05-10 22:58:18.127166,4,2,Low,0.337065642526711,0
189,28,3614.7809732300047,7,Truck,Female,North,2025-09-29 22:58:18.127167,4,6,High,0.6864988098957635,1
190,45,16306.073916997115,2,Truck,Female,East,2025-10-07 22:58:18.127168,3,9,Medium,0.7170267907481334,1
191,42,28657.655600509734,4,Car,Female,North,2025-10-31 22:58:18.127169,2,0,High,0.21872221087488447,0
192,56,38453.226204846935,4,Car,Female,East,2025-04-23 22:58:18.127170,3,9,High,0.5018878121345077,1
193,50,34320.60633246782,1,Truck,Male,North,2025-06-25 22:58:18.127171,2,5,High,0.8852625851200486,1
194,18,45072.88740153805,2,Truck,Female,North,2025-03-08 22:58:18.127172,3,0,High,0.410423159226705,0
195,44,18226.481991448367,1,Truck,Male,South,2025-06-07 22:58:18.127173,4,2,Medium,0.8191725375583518,1
196,69,34767.25124384345,6,Car,Female,South,2025-10-03 22:58:18.127174,1,3,High,0.6108230095399001,1
197,30,7112.250116665943,3,Car,Female,South,2025-05-11 22:58:18.127175,4,7,High,0.4075810024589107,0
198,58,25992.600367826002,1,Truck,Female,South,2025-02-27 22:58:18.127176,4,1,Low,0.7851909592827913,1
199,20,45509.32831136686,8,Car,Female,North,2025-09-15 22:58:18.127177,0,6,Medium,0.8934631958510884,1
200,56,42217.24949888455,4,Car,Male,North,2024-11-23 22:58:18.127178,4,2,Low,0.7194040775483634,1
201,23,59457.27875598638,7,Car,Male,East,2024-12-29 22:58:18.127180,4,0,Low,0.24290574523193778,0
202,25,18117.68530728985,2,Bike,Female,North,2025-06-14 22:58:18.127182,4,5,Low,0.23668742089846856,0
203,44,30894.97935209079,6,Bike,Male,East,2025-01-30 22:58:18.127183,0,1,High,0.5440888775741639,1
204,26,21112.76399889181,6,Truck,Male,West,2025-05-04 22:58:18.127184,2,2,High,0.2042468485692698,0
205,54,27554.980615432134,7,Bike,Female,West,2025-01-17 22:58:18.127186,0,5,Low,0.6731639078072607,1
206,50,51703.10753242451,1,Truck,Male,North,2025-07-29 22:58:18.127187,1,2,Medium,0.2114116267310207,0
207,68,41684.12636093223,1,Truck,Female,West,2024-12-06 22:58:18.127189,2,4,Medium,0.8811455427228767,1
208,59,53181.58909815974,2,Car,Female,North,2025-08-28 22:58:18.127190,0,2,Low,0.8164427376025962,1
209,61,13803.644283249414,2,Truck,Male,East,2025-10-21 22:58:18.127191,1,6,Medium,0.770764852799591,1
210,41,52654.944834803406,5,Truck,Male,South,2025-03-29 22:58:18.127193,1,6,Low,0.768688514054229,1
211,32,5466.2119023462965,1,Truck,Female,West,2025-04-15 22:58:18.127194,3,0,High,0.7840625611495764,1
212,49,53538.75826535484,2,Truck,Female,North,2025-03-07 22:58:18.127195,3,5,High,0.5039791867280325,1
213,49,21086.27920872222,6,Car,Female,South,2025-10-25 22:58:18.127196,4,2,High,0.7542996612257502,1
214,41,20246.082738015855,3,Car,Male,East,2025-10-13 22:58:18.127198,2,6,Medium,0.4570052188610267,0
215,58,31701.137448522506,4,Truck,Female,North,2025-09-25 22:58:18.127199,0,0,Low,0.7938704543957396,1
216,69,56560.03088794744,1,Bike,Female,West,2025-05-27 22:58:18.127200,4,9,Medium,0.6325763475555441,1
217,66,4771.319151521511,5,Bike,Female,East,2024-11-03 22:58:18.127201,2,2,Medium,0.45084151748627,0
218,66,22429.396554103227,4,Truck,Female,North,2025-06-24 22:58:18.127203,3,9,High,0.7218312160222238,1
219,69,51681.17534363347,8,Car,Female,West,2024-12-24 22:58:18.127204,0,1,Medium,0.36997699930466016,0
220,29,24971.15969125707,3,Truck,Male,East,2025-01-11 22:58:18.127205,1,7,Low,0.8752647571427359,1
221,56,13551.100060629886,1,Truck,Male,East,2025-09-17 22:58:18.127206,1,7,Medium,0.6653216093783332,1
222,19,26638.062517221882,5,Car,Male,South,2025-10-08 22:58:18.127207,4,8,High,0.48084145484428664,0
223,20,24362.04508651682,1,Bike,Male,South,2025-05-07 22:58:18.127208,4,8,Medium,0.5855097288272736,1
224,66,55094.139685068796,5,Truck,Male,South,2025-03-04 22:58:18.127209,0,1,Low,0.71629770544883,1
225,54,46192.19379309963,9,Car,Female,North,2025-02-07 22:58:18.127210,1,6,Medium,0.7581255039247743,1
226,66,31296.70223315237,5,Car,Male,East,2025-06-16 22:58:18.127211,4,6,Low,0.8824710881536277,1
227,34,59325.49286985112,2,Truck,Female,South,2025-10-21 22:58:18.127212,1,3,Low,0.34627020810015596,0
228,66,28986.09681400355,2,Car,Male,West,2025-07-25 22:58:18.127214,3,5,High,0.5531070739739985,1
229,19,5377.7941875759625,9,Truck,Male,North,2025-10-16 22:58:18.127215,4,0,High,0.2640203921957312,0
230,19,17211.910665269126,5,Bike,Female,South,2025-04-11 22:58:18.127216,2,5,High,0.25759188732471616,0
231,45,27292.08785272013,8,Truck,Male,North,2024-12-04 22:58:18.127217,4,0,High,0.2730328384929026,0
232,40,11100.352200474967,4,Bike,Male,East,2025-08-28 22:58:18.127219,3,4,High,0.38165262647080817,0
233,54,56958.777326794494,2,Car,Female,West,2025-07-17 22:58:18.127220,0,3,Low,0.6874341950735754,1
234,49,46477.23607343084,4,Truck,Male,East,2024-12-30 22:58:18.127222,1,5,Low,0.8027942496158869,1
235,50,17560.657624810814,4,Car,Male,West,2025-06-07 22:58:18.127223,0,4,Low,0.5051969326198611,1
236,18,36266.66294403912,9,Truck,Male,East,2024-11-22 22:58:18.127224,4,4,Low,0.5886422662945661,1
237,36,43844.05111235518,6,Car,Female,North,2025-01-29 22:58:18.127225,2,2,Medium,0.34445690114728433,0
238,19,56594.17787659428,6,Bike,Male,East,2025-08-15 22:58:18.127227,0,9,Low,0.7537568463313109,1
239,61,53134.85025217382,5,Truck,Male,West,2025-02-19 22:58:18.127228,2,1,High,0.8218478791645207,1
240,43,31881.149116016393,6,Car,Female,North,2025-07-22 22:58:18.127230,4,6,Low,0.5399177725697384,1
241,49,46929.85194799502,1,Truck,Male,North,2025-03-11 22:58:18.127231,2,9,Medium,0.31261199183534427,0
242,23,34604.39572199993,5,Truck,Female,West,2025-07-07 22:58:18.127232,2,7,Medium,0.20357115796502412,0
243,49,34056.82562264132,6,Bike,Female,West,2025-08-23 22:58:18.127233,3,4,High,0.5754878092094226,1
244,21,8655.03358361513,8,Car,Female,North,2025-06-24 22:58:18.127234,0,8,Medium,0.5483450832315291,1
